Tests,Fog,Kincaid,Flesch
22442,8.94207231536659,6.89471781770898,73.4629182530744
6401,8.48483500581962,6.69616060586996,73.3547801283463
6405,8.48483500581962,6.69616060586996,73.3547801283463
23131,8.90719762615023,6.86114203431231,73.5490784808517
23144,8.90920422211587,6.86249616766553,73.5551212727303
23499,8.95621917314962,6.90353897493759,73.3694787733838
23549,8.96596777979543,6.90966218617755,73.3107214679389
23549,8.96596777979543,6.91067675992761,73.303447490036
23636,8.97513994072343,6.92014126060521,73.2835137007398
23677,8.98989314248171,6.93536643044881,73.2232359367494
23687,8.99824265078892,6.94154975815909,73.1908263192234
23730,9.01111359555719,6.95316328670628,73.1552500170913
23782,9.02158451062664,6.96194290135167,73.1355648583269
23955,9.03445077390857,6.97382107994963,73.1064511747297
24269,9.0043155340622,6.94948624603596,73.1869538866818
24317,9.00550430314519,6.94847311575142,73.2054122545346
24353,9.0042890441676,6.94715138653435,73.220240895648
24505,8.98030241505824,6.92696150757776,73.3049146634323
24572,8.97244020128549,6.91863675609351,73.3335888002215
24617,8.97020869870611,6.91399279368192,73.3646490087423
25438,9.02090970337177,6.95435072227362,73.1355431034887
25483,9.01565244374856,6.94851165888702,73.1522137918144
25483,9.01565244374856,6.94804301438169,73.1555737346239
25631,9.02002259621734,6.95448253684113,73.1266689654161
25729,9.03619572666666,6.96892140173548,73.0553700128735
25736,9.03328909695722,6.96647925436353,73.0633180702537
26149,8.99906328128287,6.92501039558466,73.1627006626631
26201,9.00779819661135,6.93471968878489,73.1154511326223
26291,8.97216191927275,6.90009788977166,73.2271735117035
26957,9.01967379339486,6.93334595621794,73.2475176869459
26962,9.01967379339486,6.93334595621794,73.2475176869459
26962,9.01967379339486,6.93334595621794,73.2475176869459
27134,9.04713799827327,6.95193228338787,73.1956859941087
27247,9.05023631251237,6.95626535492984,73.2168497515921
27827,9.1109667277967,6.99570165051087,73.1377219282159
28009,9.0995409100171,6.98065075443667,73.2372673720143
28073,9.1070740936785,6.99101188849289,73.2120497576001
28481,9.0851671702413,6.9737778503303,73.2831713558786
28672,9.0851671702413,6.97419697372307,73.280166454266
28672,9.0851671702413,6.97419697372307,73.280166454266
28731,9.08908730018077,6.97590435260341,73.2794018448942
29037,9.11815319494251,6.99320728988836,73.2220778801484
29163,9.11061065868304,6.985835198109,73.2581604626687
29265,9.12022703126664,6.99234993139354,73.234376589439
29265,9.12022703126664,6.99234993139354,73.234376589439
29387,9.11910999739783,6.9886309463283,73.2092828776302
29848,9.0473024572059,6.91389879419964,73.4416875949282
29852,9.05051672921848,6.91612575574583,73.4295435196368
29852,9.05051672921848,6.91612575574583,73.4295435196368
29852,9.05051672921848,6.91612575574583,73.4295435196368
29852,9.05051672921848,6.91612575574583,73.4295435196368
29852,9.05051672921848,6.9165291331772,73.426651508561
29866,9.04689114013445,6.91198124294129,73.4232401476476
29866,9.04689114013445,6.91198124294129,73.4232401476476
29868,9.04487912809553,6.90973245979992,73.4142683945769
29915,9.05456733355091,6.92142851673106,73.375179271101
30016,9.06207295074355,6.92519222207876,73.3696422948139
